id,title,description,content,source,date,link,scraped_date,llm_category
R011,The Fertility Crisis Will Not Be Solved by Economics Alone - First Things,"<a href=""https://news.google.com/rss/articles/CBMiiwFBVV95cUxOWUthUC0wQkFDM2VzZjFVNkM4Vi1UYWFRSmJ1TkJVNmcwN09EUk44UEtXOVhYTFVlWEQ1QTFOMVJVS1V3OWVRZ1luRk5ZMWoyaGFpdDAwSlFSRFhzWGx5ZXdEZHBLUEVzS3FPNEJhQlMweGJ3ODBmQm5DR0ZnZkdKUVgtTUI5RFJSSjVz?oc=5"" target=""_blank"">The Fertility Crisis Will Not Be Solved","<a href=""https://news.google.com/rss/articles/CBMiiwFBVV95cUxOWUthUC0wQkFDM2VzZjFVNkM4Vi1UYWFRSmJ1TkJVNmcwN09EUk44UEtXOVhYTFVlWEQ1QTFOMVJVS1V3OWVRZ1luRk5ZMWoyaGFpdDAwSlFSRFhzWGx5ZXdEZHBLUEVzS3FPNEJhQlMweGJ3ODBmQm5DR0ZnZkdKUVgtTUI5RFJSSjVz?oc=5"" target=""_blank"">The Fertility Crisis Will Not Be Solved by Economics Alone</a>&nbsp;&nbsp;<font color=""#6f6f6f"">First Things</font>",First Things,"Mon, 29 Dec 2025 06:00:33 GMT",https://news.google.com/rss/articles/CBMiiwFBVV95cUxOWUthUC0wQkFDM2VzZjFVNkM4Vi1UYWFRSmJ1TkJVNmcwN09EUk44UEtXOVhYTFVlWEQ1QTFOMVJVS1V3OWVRZ1luRk5ZMWoyaGFpdDAwSlFSRFhzWGx5ZXdEZHBLUEVzS3FPNEJhQlMweGJ3ODBmQm5DR0ZnZkdKUVgtTUI5RFJSSjVz?oc=5,2025-12-29 12:06:45,general_economics
R012,"Power, Not Economic Theory, Created Neoliberalism - Jacobin","<a href=""https://news.google.com/rss/articles/CBMieEFVX3lxTE1WbnB3d1RyQkhxaGN2ak84TWJOQ0lCUmYxclN0R2FOWHlVejFfWVdkRU9KT0ZYeEVSTGV6NGYwSURUSWNYUHFSVURBa0lKT1plc2R3T0hNcGlSRWo3WEkyd19BRGt1Vy1tQzAtcmpzZzNkUndMeGUwQQ?oc=5"" target=""_blank"">Power, Not Economic Theory, Created Neoliberalism</a>&nbsp;&nbsp;","<a href=""https://news.google.com/rss/articles/CBMieEFVX3lxTE1WbnB3d1RyQkhxaGN2ak84TWJOQ0lCUmYxclN0R2FOWHlVejFfWVdkRU9KT0ZYeEVSTGV6NGYwSURUSWNYUHFSVURBa0lKT1plc2R3T0hNcGlSRWo3WEkyd19BRGt1Vy1tQzAtcmpzZzNkUndMeGUwQQ?oc=5"" target=""_blank"">Power, Not Economic Theory, Created Neoliberalism</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Jacobin</font>",Jacobin,"Tue, 23 Dec 2025 17:37:16 GMT",https://news.google.com/rss/articles/CBMieEFVX3lxTE1WbnB3d1RyQkhxaGN2ak84TWJOQ0lCUmYxclN0R2FOWHlVejFfWVdkRU9KT0ZYeEVSTGV6NGYwSURUSWNYUHFSVURBa0lKT1plc2R3T0hNcGlSRWo3WEkyd19BRGt1Vy1tQzAtcmpzZzNkUndMeGUwQQ?oc=5,2025-12-29 12:06:45,general_economics
R013,The AI Revolution Will Democratize the Means of Economic Production - The Heritage Foundation,"<a href=""https://news.google.com/rss/articles/CBMivAFBVV95cUxQZ0hjSURlYnFYNlpReHdYN3ljTkVMbmxyeFVJbHZhSmR4ZnA2QjNVYWwybjJmaWlmNFZ6dWltMnFRMmNENlViMi1TZk5ndTdPal9HZjJta2JuSlZ1Q1owVE5pWTMzV1I4ZHN6TFNyelBkRmFlcWlDQ01HWDl3T1ItMUZYUXk2dE1mY3Bka2lHWDd1S216eEZlVVY4SHRrMUdCR2hweUxzSGczZnR3V3NFRDFKQlkzdXRFNk","<a href=""https://news.google.com/rss/articles/CBMivAFBVV95cUxQZ0hjSURlYnFYNlpReHdYN3ljTkVMbmxyeFVJbHZhSmR4ZnA2QjNVYWwybjJmaWlmNFZ6dWltMnFRMmNENlViMi1TZk5ndTdPal9HZjJta2JuSlZ1Q1owVE5pWTMzV1I4ZHN6TFNyelBkRmFlcWlDQ01HWDl3T1ItMUZYUXk2dE1mY3Bka2lHWDd1S216eEZlVVY4SHRrMUdCR2hweUxzSGczZnR3V3NFRDFKQlkzdXRFNk5XUA?oc=5"" target=""_blank"">The AI Revolution Will Democratize the Means of Economic Production</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Heritage Foundation</font>",The Heritage Foundation,"Mon, 22 Dec 2025 21:10:25 GMT",https://news.google.com/rss/articles/CBMivAFBVV95cUxQZ0hjSURlYnFYNlpReHdYN3ljTkVMbmxyeFVJbHZhSmR4ZnA2QjNVYWwybjJmaWlmNFZ6dWltMnFRMmNENlViMi1TZk5ndTdPal9HZjJta2JuSlZ1Q1owVE5pWTMzV1I4ZHN6TFNyelBkRmFlcWlDQ01HWDl3T1ItMUZYUXk2dE1mY3Bka2lHWDd1S216eEZlVVY4SHRrMUdCR2hweUxzSGczZnR3V3NFRDFKQlkzdXRFNk5XUA?oc=5,2025-12-29 12:06:45,general_economics
R014,Ideology over economics: the offshore wind self-sabotage - Medium,"<a href=""https://news.google.com/rss/articles/CBMiogFBVV95cUxNY0JuamJReUNaSmJJc1pOOHZzQ0lwNzktaW11S3Y3SExqYWJnQ25xNEhaSVVuV1Y5X0hpeEFUTGp2M0x6OFRXOXF2dThHbEM3MDA5RG01QnhqMWJ0dVVTMnV3dHl6a2RPNlNzeDZhWGZ4NTZIODJNcWpHLVBCMjMzX0RMWnJSaWYxR3NmbVRLbHU5REQ1NDg2WWR6NjBQRC05OVE?oc=5"" target=""_blank"">Ideology","<a href=""https://news.google.com/rss/articles/CBMiogFBVV95cUxNY0JuamJReUNaSmJJc1pOOHZzQ0lwNzktaW11S3Y3SExqYWJnQ25xNEhaSVVuV1Y5X0hpeEFUTGp2M0x6OFRXOXF2dThHbEM3MDA5RG01QnhqMWJ0dVVTMnV3dHl6a2RPNlNzeDZhWGZ4NTZIODJNcWpHLVBCMjMzX0RMWnJSaWYxR3NmbVRLbHU5REQ1NDg2WWR6NjBQRC05OVE?oc=5"" target=""_blank"">Ideology over economics: the offshore wind self-sabotage</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Medium</font>",Medium,"Wed, 24 Dec 2025 22:59:36 GMT",https://news.google.com/rss/articles/CBMiogFBVV95cUxNY0JuamJReUNaSmJJc1pOOHZzQ0lwNzktaW11S3Y3SExqYWJnQ25xNEhaSVVuV1Y5X0hpeEFUTGp2M0x6OFRXOXF2dThHbEM3MDA5RG01QnhqMWJ0dVVTMnV3dHl6a2RPNlNzeDZhWGZ4NTZIODJNcWpHLVBCMjMzX0RMWnJSaWYxR3NmbVRLbHU5REQ1NDg2WWR6NjBQRC05OVE?oc=5,2025-12-29 12:06:45,general_economics
R015,Ag economics webinars geared toward farmers - Jacksonville Journal-Courier,"<a href=""https://news.google.com/rss/articles/CBMirgFBVV95cUxNSnNWcTJzR3lpakkzMGl6MXVuM1QxZk9yeDBmbElFcWM2Rnc2NjJSME9BQkZ5a3FtU1ZZZWotLWFZYlhRYWtmZmtBZ3IxeWhBSU9HY3J1bmdMQUU1b2xqQlpVRmFrREV4aEVVNUl4TXpjaWRZZlVsYnZ5V3MzVUpNQ3ppVTRPd2ZLQnRndS1abXAtZHhmU2JFNjdBWVZtZk9vVnZET1NLd2JWelFwbnc?oc=5"" target=""","<a href=""https://news.google.com/rss/articles/CBMirgFBVV95cUxNSnNWcTJzR3lpakkzMGl6MXVuM1QxZk9yeDBmbElFcWM2Rnc2NjJSME9BQkZ5a3FtU1ZZZWotLWFZYlhRYWtmZmtBZ3IxeWhBSU9HY3J1bmdMQUU1b2xqQlpVRmFrREV4aEVVNUl4TXpjaWRZZlVsYnZ5V3MzVUpNQ3ppVTRPd2ZLQnRndS1abXAtZHhmU2JFNjdBWVZtZk9vVnZET1NLd2JWelFwbnc?oc=5"" target=""_blank"">Ag economics webinars geared toward farmers</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Jacksonville Journal-Courier</font>",Jacksonville Journal-Courier,"Mon, 22 Dec 2025 18:37:00 GMT",https://news.google.com/rss/articles/CBMirgFBVV95cUxNSnNWcTJzR3lpakkzMGl6MXVuM1QxZk9yeDBmbElFcWM2Rnc2NjJSME9BQkZ5a3FtU1ZZZWotLWFZYlhRYWtmZmtBZ3IxeWhBSU9HY3J1bmdMQUU1b2xqQlpVRmFrREV4aEVVNUl4TXpjaWRZZlVsYnZ5V3MzVUpNQ3ppVTRPd2ZLQnRndS1abXAtZHhmU2JFNjdBWVZtZk9vVnZET1NLd2JWelFwbnc?oc=5,2025-12-29 12:06:45,general_economics
R016,The new economics of packaging - Packaging Gateway,"<a href=""https://news.google.com/rss/articles/CBMif0FVX3lxTE53NHhGUmhQV2dqbG42U2hOSkgyZzR4QTE4eHI2a196cFgwU3cxb1JQLUFnU19CSUMyenBpUWlvMTdBTkp4QzM2bk1kcjBBbXhUcFRwNnNkb2cwdjB6dWl0VVNTTTYxMDNhSFlYUWlLb2JvUkVucXdja19nOG16QnM?oc=5"" target=""_blank"">The new economics of packaging</a>&nbsp;&nbsp;<font colo","<a href=""https://news.google.com/rss/articles/CBMif0FVX3lxTE53NHhGUmhQV2dqbG42U2hOSkgyZzR4QTE4eHI2a196cFgwU3cxb1JQLUFnU19CSUMyenBpUWlvMTdBTkp4QzM2bk1kcjBBbXhUcFRwNnNkb2cwdjB6dWl0VVNTTTYxMDNhSFlYUWlLb2JvUkVucXdja19nOG16QnM?oc=5"" target=""_blank"">The new economics of packaging</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Packaging Gateway</font>",Packaging Gateway,"Tue, 23 Dec 2025 06:25:24 GMT",https://news.google.com/rss/articles/CBMif0FVX3lxTE53NHhGUmhQV2dqbG42U2hOSkgyZzR4QTE4eHI2a196cFgwU3cxb1JQLUFnU19CSUMyenBpUWlvMTdBTkp4QzM2bk1kcjBBbXhUcFRwNnNkb2cwdjB6dWl0VVNTTTYxMDNhSFlYUWlLb2JvUkVucXdja19nOG16QnM?oc=5,2025-12-29 12:06:45,general_economics
R017,"Goldman Sees New Year US Growth Boom, But Citigroup Is Skeptical - Bloomberg.com","<a href=""https://news.google.com/rss/articles/CBMiygFBVV95cUxPX2tWalpyOTJFdjd6WkFuOTdaVkROLUs0aWxfTW93YjdxQzRWQmFyX2RuMHVhUEhzQjE2Umt6aXl0b3pMNFhIdUwxUTBXN1JoZ2lDcnBxYy1mcVFCbllacG9Zc2FYbUd0UndKMkp2M0JNaVlEZ2FNOGppYlVteUNhZGk2SHlLRzRjT1JjZGRaajAzUDUyanphc3hVM1NyR05tbFVtbU14VFltYktxdGg3NnlxdEpnM3BneV","<a href=""https://news.google.com/rss/articles/CBMiygFBVV95cUxPX2tWalpyOTJFdjd6WkFuOTdaVkROLUs0aWxfTW93YjdxQzRWQmFyX2RuMHVhUEhzQjE2Umt6aXl0b3pMNFhIdUwxUTBXN1JoZ2lDcnBxYy1mcVFCbllacG9Zc2FYbUd0UndKMkp2M0JNaVlEZ2FNOGppYlVteUNhZGk2SHlLRzRjT1JjZGRaajAzUDUyanphc3hVM1NyR05tbFVtbU14VFltYktxdGg3NnlxdEpnM3BneVNsZWstQU1DTVdLQkhsTWl3?oc=5"" target=""_blank"">Goldman Sees New Year US Growth Boom, But Citigroup Is Skeptical</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg.com</font>",Bloomberg.com,"Tue, 23 Dec 2025 12:00:01 GMT",https://news.google.com/rss/articles/CBMiygFBVV95cUxPX2tWalpyOTJFdjd6WkFuOTdaVkROLUs0aWxfTW93YjdxQzRWQmFyX2RuMHVhUEhzQjE2Umt6aXl0b3pMNFhIdUwxUTBXN1JoZ2lDcnBxYy1mcVFCbllacG9Zc2FYbUd0UndKMkp2M0JNaVlEZ2FNOGppYlVteUNhZGk2SHlLRzRjT1JjZGRaajAzUDUyanphc3hVM1NyR05tbFVtbU14VFltYktxdGg3NnlxdEpnM3BneVNsZWstQU1DTVdLQkhsTWl3?oc=5,2025-12-29 12:06:45,gdp_growth
R018,Peter Rupert: Chicken Over Rice Economics Should Stir Up Santa Barbara’s Rental Debate - Noozhawk,"<a href=""https://news.google.com/rss/articles/CBMiqgFBVV95cUxPVU1FUzdXUlNfTEdrV2tIM1g0VXZ2cEpseWk5R3lmYmVqQ093T3BlYmtIa0ZMSVJPTkRRNmlrYlpNWC1JeHM5WGtqUjJKUzd6dUdpZjlGUUFTNGlJNWtpRkE1aTJfNzVHcVBDMVZROTk5cUo0bkpVR1hzLVJwSG9DRmRyZU1tejRRd01xU1RrcDRNZ2duNmlyeHQ0RW0zUFFPVjh4LUswUGtydw?oc=5"" target=""_blan","<a href=""https://news.google.com/rss/articles/CBMiqgFBVV95cUxPVU1FUzdXUlNfTEdrV2tIM1g0VXZ2cEpseWk5R3lmYmVqQ093T3BlYmtIa0ZMSVJPTkRRNmlrYlpNWC1JeHM5WGtqUjJKUzd6dUdpZjlGUUFTNGlJNWtpRkE1aTJfNzVHcVBDMVZROTk5cUo0bkpVR1hzLVJwSG9DRmRyZU1tejRRd01xU1RrcDRNZ2duNmlyeHQ0RW0zUFFPVjh4LUswUGtydw?oc=5"" target=""_blank"">Peter Rupert: Chicken Over Rice Economics Should Stir Up Santa Barbara’s Rental Debate</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Noozhawk</font>",Noozhawk,"Mon, 22 Dec 2025 23:00:00 GMT",https://news.google.com/rss/articles/CBMiqgFBVV95cUxPVU1FUzdXUlNfTEdrV2tIM1g0VXZ2cEpseWk5R3lmYmVqQ093T3BlYmtIa0ZMSVJPTkRRNmlrYlpNWC1JeHM5WGtqUjJKUzd6dUdpZjlGUUFTNGlJNWtpRkE1aTJfNzVHcVBDMVZROTk5cUo0bkpVR1hzLVJwSG9DRmRyZU1tejRRd01xU1RrcDRNZ2duNmlyeHQ0RW0zUFFPVjh4LUswUGtydw?oc=5,2025-12-29 12:06:45,housing
R019,What’s Happening in the Markets This Week - Morningstar,"<a href=""https://news.google.com/rss/articles/CBMieEFVX3lxTE1XRDdWVGxpWXNtdWNTOWI0Vk5ERGpSeWtsQlVZRVB1MDNfM0NyTU1LZmtwUWNNcGg0S1N4R0FBdjM1eUtYWnZwRGZWMnoweDNmazNJN1BzQWRsaHVlLVFCN1RNR3RZVkJINXowd0ZweFRVWEc0LWxWRw?oc=5"" target=""_blank"">What’s Happening in the Markets This Week</a>&nbsp;&nbsp;<font co","<a href=""https://news.google.com/rss/articles/CBMieEFVX3lxTE1XRDdWVGxpWXNtdWNTOWI0Vk5ERGpSeWtsQlVZRVB1MDNfM0NyTU1LZmtwUWNNcGg0S1N4R0FBdjM1eUtYWnZwRGZWMnoweDNmazNJN1BzQWRsaHVlLVFCN1RNR3RZVkJINXowd0ZweFRVWEc0LWxWRw?oc=5"" target=""_blank"">What’s Happening in the Markets This Week</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Morningstar</font>",Morningstar,"Sat, 27 Dec 2025 00:22:30 GMT",https://news.google.com/rss/articles/CBMieEFVX3lxTE1XRDdWVGxpWXNtdWNTOWI0Vk5ERGpSeWtsQlVZRVB1MDNfM0NyTU1LZmtwUWNNcGg0S1N4R0FBdjM1eUtYWnZwRGZWMnoweDNmazNJN1BzQWRsaHVlLVFCN1RNR3RZVkJINXowd0ZweFRVWEc0LWxWRw?oc=5,2025-12-29 12:06:45,financial_markets
R020,Can you ‘live long and prosper’ by learning economics from Star Trek? Or is that ‘highly illogical’? - The Conversation,"<a href=""https://news.google.com/rss/articles/CBMiyAFBVV95cUxQX1NQcWZNdUhVLUtWS0ZHX1lZSDAwaGZBeElSOHlLUnh4RjFneGtjdVZrVjBqWVZFWFhYemh2MndBUjVDam9MWHBuNGdfQ2otMmxjVnZRd3RIS2hrQUpWOHN1VmJUdUxSTmZaUlNFLTBVYnlnYjV4OVFPWUN0ay1zeklieFU2WHhscGZueHJWOTAyeW9FUUFWWFY5cjZrODZLZ24xVENEdXotdFZ1bnlQY1lRZ1pfU2NmS0","<a href=""https://news.google.com/rss/articles/CBMiyAFBVV95cUxQX1NQcWZNdUhVLUtWS0ZHX1lZSDAwaGZBeElSOHlLUnh4RjFneGtjdVZrVjBqWVZFWFhYemh2MndBUjVDam9MWHBuNGdfQ2otMmxjVnZRd3RIS2hrQUpWOHN1VmJUdUxSTmZaUlNFLTBVYnlnYjV4OVFPWUN0ay1zeklieFU2WHhscGZueHJWOTAyeW9FUUFWWFY5cjZrODZLZ24xVENEdXotdFZ1bnlQY1lRZ1pfU2NmS0xIcXpkTmxLRERVUURsYw?oc=5"" target=""_blank"">Can you ‘live long and prosper’ by learning economics from Star Trek? Or is that ‘highly illogical’?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Conversation</font>",The Conversation,"Wed, 24 Dec 2025 20:43:53 GMT",https://news.google.com/rss/articles/CBMiyAFBVV95cUxQX1NQcWZNdUhVLUtWS0ZHX1lZSDAwaGZBeElSOHlLUnh4RjFneGtjdVZrVjBqWVZFWFhYemh2MndBUjVDam9MWHBuNGdfQ2otMmxjVnZRd3RIS2hrQUpWOHN1VmJUdUxSTmZaUlNFLTBVYnlnYjV4OVFPWUN0ay1zeklieFU2WHhscGZueHJWOTAyeW9FUUFWWFY5cjZrODZLZ24xVENEdXotdFZ1bnlQY1lRZ1pfU2NmS0xIcXpkTmxLRERVUURsYw?oc=5,2025-12-29 12:06:45,general_economics
R021,"Nearly half of Americans believe their financial security is getting worse, poll finds","Exclusive poll: Americans are also increasingly blaming the White House for their financial woesTwice as many Americans believe their financial security is getting worse than better, according to an exclusive new poll conducted for the Guardian, and they are increasingly blaming the White House.The ","Exclusive poll: Americans are also increasingly blaming the White House for their financial woesTwice as many Americans believe their financial security is getting worse than better, according to an exclusive new poll conducted for the Guardian, and they are increasingly blaming the White House.The poll, conducted by Harris, will be a further blow to Donald Trump’s efforts to fight off criticism of his handling of the economy and contains some worrying findings for the president.Nearly half (45%) of Americans said their financial security is getting worse compared to 20% who said it’s getting better.57% of Americans said the US economy is undergoing a recession, up 11% from a similar poll that was conducted in February. Continue reading...",The Guardian,"Mon, 29 Dec 2025 12:00:36 GMT",https://www.theguardian.com/business/2025/dec/29/americans-financial-security-economy-poll,2025-12-29 12:06:47,general_economics
R022,"Influx of cheap Chinese imports could drive down UK inflation, economists say","As Trump’s tariffs take effect, Britain is likely alternative destination for cars, telecoms and sound equipmentBusiness live – latest updatesThe UK is poised for an influx of cheap Chinese imports that could bring down inflation amid the fallout from Donald Trump’s global trade war, leading economi","As Trump’s tariffs take effect, Britain is likely alternative destination for cars, telecoms and sound equipmentBusiness live – latest updatesThe UK is poised for an influx of cheap Chinese imports that could bring down inflation amid the fallout from Donald Trump’s global trade war, leading economists have said.After figures showed China’s trade surplus surpassed $1tn (£750bn) despite Washington’s tariff policies hitting exports to the US, the Bank of England said the UK was among the nations emerging as alternative destinations for the goods. Continue reading...",The Guardian,"Mon, 29 Dec 2025 11:19:03 GMT",https://www.theguardian.com/business/2025/dec/29/chinese-imports-uk-inflation-trump-tariffs,2025-12-29 12:06:47,trade
R023,"The 2025 US economy – in charts: rising prices, hiring slowdown, rollercoaster growth","Looking at the government’s own report cards, how did the US fare under the first year of Trumponomics 2.0?The US economy is thriving, according to Donald Trump: jobs are surging, prices are falling, wages are soaring. The government’s own official statistics paint a more complicated picture of 2025","Looking at the government’s own report cards, how did the US fare under the first year of Trumponomics 2.0?The US economy is thriving, according to Donald Trump: jobs are surging, prices are falling, wages are soaring. The government’s own official statistics paint a more complicated picture of 2025.“The Trump Economic Golden Age is FULL steam ahead,” the president claimed on social media, after growth data for the third quarter of the year – covering July, August and September – was unexpectedly strong. Continue reading...",The Guardian,"Sun, 28 Dec 2025 12:00:07 GMT",https://www.theguardian.com/business/2025/dec/28/2025-us-economy-in-charts,2025-12-29 12:06:47,gdp_growth
R024,Labour must learn lessons from history as automation hits jobs market | Richard Partington,"Productivity is up in retail and other low-paying sectors as tech replaces relatively expensive humans Walk through a supermarket and the technology is everywhere. Self-service checkouts, electronic shelf labels, handheld barcode scanners and the video screens showing you – caught by AI facial recog","Productivity is up in retail and other low-paying sectors as tech replaces relatively expensive humans Walk through a supermarket and the technology is everywhere. Self-service checkouts, electronic shelf labels, handheld barcode scanners and the video screens showing you – caught by AI facial recognition cameras – leaving the shop.In an economy struggling for growth, the encroachment of these machines in our everyday lives could be an early sign of a new dawn – a tech-driven renaissance in activity after years of flatlining growth in productivity and stalled business investment. No bad thing. Continue reading...",The Guardian,"Sun, 28 Dec 2025 11:24:44 GMT",https://www.theguardian.com/business/2025/dec/28/labour-must-learn-lessons-from-history-as-automation-hits-jobs-market,2025-12-29 12:06:47,employment
R025,Bulgaria prepares to join eurozone amid fears of Russian-backed disinformation,"Balkan country will become 21st country to adopt EU currency, with policymakers hoping move will boost economy Bulgaria is preparing to adopt the euro in January amid fresh domestic political turbulence and fears that Russia-aligned disinformation is deepening distrust of the new currency.The Balkan","Balkan country will become 21st country to adopt EU currency, with policymakers hoping move will boost economy Bulgaria is preparing to adopt the euro in January amid fresh domestic political turbulence and fears that Russia-aligned disinformation is deepening distrust of the new currency.The Balkan country of 6.5 million people will become the 21st country to join the eurozone on 1 January, as policymakers in Brussels and Sofia hope it will boost the economy of the EU’s poorest nation and cement its pro-western trajectory. Continue reading...",The Guardian,"Sun, 28 Dec 2025 06:00:04 GMT",https://www.theguardian.com/world/2025/dec/28/bulgaria-europe-eurozone-russia-disinformation-economy,2025-12-29 12:06:47,general_economics
R026,"US capitalism casts millions of citizens aside, yet Badenoch and Farage still laud it | Phillip Inman","Rightwing parties want to follow in US’s footsteps of minimal government intervention, but at what cost?Next month, Donald Trump will welcome a poverty-stricken family to peruse his plans for a $300m glitzy state ballroom in the White House. The event will be staged as part of National Poverty in Am","Rightwing parties want to follow in US’s footsteps of minimal government intervention, but at what cost?Next month, Donald Trump will welcome a poverty-stricken family to peruse his plans for a $300m glitzy state ballroom in the White House. The event will be staged as part of National Poverty in America Awareness Month, the time every year when charities document the number of US residents surviving on low incomes.Of course, the president will do no such thing, preferring to summon the press to watch him rub shoulders with the billionaire class as he did at last month’s black tie dinner for the Saudi ruler and his entourage. Continue reading...",The Guardian,"Sat, 27 Dec 2025 16:00:41 GMT",https://www.theguardian.com/business/2025/dec/28/us-capitalism-casts-millions-of-citizens-aside-yet-badenoch-and-farage-still-laud-it,2025-12-29 12:06:47,general_economics
R027,‘They can open doors’: the community-based project helping people into work in Teesside,"Stockton’s JobsPlus is a pilot scheme with caseworkers who connect individual people with potential jobs, providing direct financial help where necessary“We’ve had quite a few people on the estate get jobs,” says Bryan Stokell, who found work as a full-time security guard thanks to Stockton-on-Tees’","Stockton’s JobsPlus is a pilot scheme with caseworkers who connect individual people with potential jobs, providing direct financial help where necessary“We’ve had quite a few people on the estate get jobs,” says Bryan Stokell, who found work as a full-time security guard thanks to Stockton-on-Tees’s JobsPlus project. The 47-year-old father has since become a “community champion”, encouraging his neighbours to enrol.“It got to the point where even my little boy was coming home and saying, ‘my friend’s mam and dad are looking for work’,” he grins. “They [the project] have a lot of contacts, they can open doors into places.” Continue reading...",The Guardian,"Sat, 27 Dec 2025 12:00:37 GMT",https://www.theguardian.com/society/2025/dec/27/jobsplus-community-project-unemployment-work-teesside-stockton,2025-12-29 12:06:47,employment
R028,Renewed zeal for Boxing Day sales expected to ring up £3.8bn for retailers,"High streets and online sellers set to benefit as cash-strapped consumers eke out post-Christmas bargainsUK shoppers are expected to spend £3.8bn this Boxing Day, 2% more than last year, with online sellers experiencing most of that growth but high streets also enjoying a boost from a renewed appeti","High streets and online sellers set to benefit as cash-strapped consumers eke out post-Christmas bargainsUK shoppers are expected to spend £3.8bn this Boxing Day, 2% more than last year, with online sellers experiencing most of that growth but high streets also enjoying a boost from a renewed appetite for post-Christmas bargains.Boxing Day remains one of the busiest shopping days of the year, but in recent years the dash for the high street has eased as more people opt to search for bargains from the sofa. Continue reading...",The Guardian,"Thu, 25 Dec 2025 15:58:26 GMT",https://www.theguardian.com/business/2025/dec/25/renewed-zeal-for-boxing-day-sales-retailers-consumers,2025-12-29 12:06:47,general_economics
R029,From childhood staple to luxury food: how Nigeria’s jollof became too expensive to eat,"High inflation and a cost of living crisis mean that the familiar favourite has become a rare Detty December treat for many in the countryIn Lagos, the holiday season is well under way. For weeks, the roads have been jammed with traffic, concerts headlined by Afrobeats superstars are drawing crowds,","High inflation and a cost of living crisis mean that the familiar favourite has become a rare Detty December treat for many in the countryIn Lagos, the holiday season is well under way. For weeks, the roads have been jammed with traffic, concerts headlined by Afrobeats superstars are drawing crowds, and choice spots are filled with residents, returnees and tourists looking to indulge in the month-long enjoyment of Detty December.But the spotlight is on the contents of kitchen pots as much as it is on those shuffling to the trendy Oblee dance steps in clubs and street parties. Continue reading...",The Guardian,"Thu, 25 Dec 2025 12:00:41 GMT",https://www.theguardian.com/global-development/2025/dec/25/staple-luxury-food-nigeria-jollof-too-expensive-cost-of-living-crisis,2025-12-29 12:06:47,inflation
R030,S&P 500 and Dow hit record highs as Santa rally reaches Wall Street – as it happened,"Rolling coverage of the latest economic and financial news, as stocks rise in New York’s shortened Christmas Eve sessionIs the Christmas shopping period more of a whimper than a bang for Britain’s retailers this year?Shopper traffic yesterday remained “stubbornly muted”, according to the latest foot","Rolling coverage of the latest economic and financial news, as stocks rise in New York’s shortened Christmas Eve sessionIs the Christmas shopping period more of a whimper than a bang for Britain’s retailers this year?Shopper traffic yesterday remained “stubbornly muted”, according to the latest footfall data from Sensormatic Solutions, which shows that visits were 13.1% lower than a year ago.“After an unsettled start to the festive period - defined by shaky consumer confidence and spending hesitancy – retailers will be left feeling frustrated that footfall remains stubbornly muted, after many were pinning their hopes on a surge in store traffic yesterday.”“With consumers leaving purchases right up to the wire, some retailers have released Boxing Day deals early to try and unlock that, so far, elusive consumer spending.”“What we’ve seen over the past week is a combination of position squaring in thin markets, after last week’s breakdown failed to gain traction, coupled with heightened geopolitical tensions, including the US blockade on Venezuela and supported by last night’s robust GDP data.” Continue reading...",The Guardian,"Wed, 24 Dec 2025 18:19:23 GMT",https://www.theguardian.com/business/live/2025/dec/24/gold-silver-platinum-record-highs-santa-rally-bp-castrol-stake-sale-business-live-news-updates,2025-12-29 12:06:47,financial_markets
R031,Labour is living in a fool’s paradise if it thinks it has plenty of time to turn Britain around | Larry Elliott,"Going into 2026, the economy has little forward momentum. And there’s the issue that things may get worse before they get better Continue reading...","Going into 2026, the economy has little forward momentum. And there’s the issue that things may get worse before they get better Continue reading...",The Guardian,"Wed, 24 Dec 2025 06:00:03 GMT",https://www.theguardian.com/commentisfree/2025/dec/24/labour-british-economy-2026-worse,2025-12-29 12:06:47,general_economics
R032,US economic growth surges to fastest rate in two years; Tesla’s European sales drop again – as it happened,"Rolling coverage of the latest economic and financial newsShares in Novo Nordisk have jumped 7.5% this morning after it won approval from the U.S. Food and Drug Administration for the first weight-loss drug to be administered orally.Yesterday, US regulators gave the green light to a pill version of ","Rolling coverage of the latest economic and financial newsShares in Novo Nordisk have jumped 7.5% this morning after it won approval from the U.S. Food and Drug Administration for the first weight-loss drug to be administered orally.Yesterday, US regulators gave the green light to a pill version of the blockbuster weight-loss drug Wegovy, the first daily oral medication to treat obesity. Continue reading...",The Guardian,"Tue, 23 Dec 2025 15:42:04 GMT",https://www.theguardian.com/business/live/2025/dec/23/tesla-sales-fall-europe-byd-surges-car-industry-stock-market-ftse-business-live-news-updates,2025-12-29 12:06:47,gdp_growth
